income,age,loan_amount,employment_years,credit_score,existing_debt,num_credit_lines,num_delinquencies_2yr,loan_term_months,interest_rate,home_ownership,loan_purpose,employment_type,default
58505.56,31,32351.6,4.0,601.0,3908.49,8,1,12,24.41,MORTGAGE,debt_consolidation,self_employed,0
45125.9,53,15765.39,3.0,612.0,4398.25,5,0,84,23.9,OTHER,medical,salaried,0
67912.27,43,20121.34,8.2,747.0,23230.55,5,0,48,5.93,OWN,credit_card,salaried,0
70686.12,26,48617.56,5.6,717.0,14138.21,16,1,48,14.64,OWN,credit_card,unemployed,0
102106.89,29,1154.61,3.7,,17015.24,14,1,36,10.77,RENT,major_purchase,salaried,0
97847.25,33,9777.39,9.0,654.0,21449.94,5,0,36,16.55,RENT,major_purchase,salaried,0
12000.0,57,10496.7,0.9,655.0,18058.85,16,0,36,21.65,OWN,car,salaried,1
,39,18798.4,2.8,666.0,16896.72,7,0,48,19.41,MORTGAGE,credit_card,salaried,0
12877.95,40,25370.99,1.1,670.0,18291.82,6,0,84,26.41,RENT,home_improvement,retired,1
113717.65,68,39587.56,1.3,720.0,15846.02,4,0,60,15.38,MORTGAGE,major_purchase,self_employed,0
89360.59,24,26468.88,2.2,780.0,8071.99,0,0,48,16.86,RENT,medical,salaried,0
122563.7,42,19917.46,11.1,642.0,8795.74,15,0,48,19.24,OWN,home_improvement,salaried,0
31601.51,50,41527.37,6.3,789.0,9652.72,1,1,24,6.53,RENT,credit_card,salaried,0
84472.55,66,7698.22,10.1,723.0,28797.19,18,0,48,15.56,RENT,home_improvement,salaried,0
26139.57,26,500.0,3.5,768.0,13024.32,14,0,12,21.18,OWN,medical,salaried,0
64132.73,55,500.0,10.8,589.0,3300.44,2,2,48,17.58,MORTGAGE,small_business,self_employed,0
82718.53,28,22833.27,8.7,850.0,9879.3,18,0,12,10.56,MORTGAGE,small_business,salaried,0
49231.76,48,30193.53,5.8,672.0,14597.7,7,1,60,16.06,RENT,debt_consolidation,salaried,0
75663.38,49,500.0,5.6,708.0,12837.03,11,1,48,22.68,RENT,car,salaried,0
72759.73,45,500.0,9.9,610.0,18985.94,9,0,36,26.36,RENT,credit_card,salaried,0
,34,23188.48,17.4,651.0,1464.24,0,0,36,20.74,MORTGAGE,debt_consolidation,unemployed,0
82242.78,67,500.0,19.4,706.0,8457.13,15,0,24,17.71,OWN,other,retired,0
31244.4,48,500.0,4.2,825.0,28123.71,11,0,84,14.59,MORTGAGE,credit_card,salaried,0
85938.56,61,500.0,2.6,741.0,6741.87,10,0,60,16.33,RENT,debt_consolidation,salaried,0
91043.11,69,29103.55,3.9,671.0,19219.05,7,0,24,22.51,MORTGAGE,small_business,salaried,0
35701.07,32,992.67,7.9,567.0,13781.78,16,0,48,22.47,RENT,major_purchase,self_employed,0
46050.14,44,7574.93,2.4,734.0,0.0,16,1,60,4.6,RENT,home_improvement,salaried,0
103142.85,39,33700.58,12.8,802.0,21737.47,2,1,12,9.27,RENT,major_purchase,salaried,0
32190.04,25,11057.36,4.6,621.0,14003.19,13,1,36,26.44,MORTGAGE,debt_consolidation,salaried,0
55521.75,38,43224.23,13.3,729.0,21170.75,12,1,12,12.06,OWN,major_purchase,salaried,0
74132.19,58,9536.06,10.1,488.0,13769.45,4,0,84,24.39,MORTGAGE,debt_consolidation,salaried,0
32219.73,30,20149.13,6.8,767.0,18721.5,5,1,36,14.83,MORTGAGE,credit_card,retired,0
55689.22,54,27711.25,3.6,723.0,0.0,2,0,48,11.53,RENT,debt_consolidation,salaried,0
69152.71,25,27196.39,0.6,773.0,10254.19,18,0,48,15.72,MORTGAGE,home_improvement,self_employed,0
60386.55,40,3802.74,7.3,663.0,33021.12,18,1,12,18.73,MORTGAGE,major_purchase,self_employed,0
12000.0,48,758.22,11.4,788.0,36494.51,0,2,84,23.0,OWN,debt_consolidation,retired,1
41848.7,34,500.0,9.1,642.0,16378.11,17,0,48,18.7,RENT,credit_card,self_employed,0
121024.22,55,15700.85,3.4,614.0,3363.28,17,2,36,15.2,MORTGAGE,debt_consolidation,retired,0
89039.78,29,12291.69,10.5,709.0,13564.03,0,0,24,23.9,MORTGAGE,car,salaried,0
72135.16,21,15367.12,5.6,785.0,20503.14,15,0,12,16.28,RENT,other,salaried,0
62672.85,57,27242.14,2.6,641.0,32798.15,8,0,60,24.25,MORTGAGE,debt_consolidation,unemployed,1
28990.35,46,26795.61,1.5,554.0,6816.83,10,0,36,13.4,RENT,credit_card,salaried,1
98728.86,43,4711.66,11.7,802.0,9132.29,11,0,24,17.54,MORTGAGE,small_business,self_employed,0
122032.41,54,37591.99,0.7,577.0,19164.4,14,0,12,19.93,OWN,debt_consolidation,salaried,0
43761.52,33,29349.74,4.5,624.0,0.0,14,0,36,18.78,RENT,credit_card,salaried,0
111559.12,59,22153.56,10.8,692.0,17402.58,0,0,12,28.02,OWN,credit_card,salaried,1
66101.75,41,49520.17,8.5,752.0,26460.52,15,0,84,6.61,OTHER,debt_consolidation,salaried,0
72712.89,48,32672.32,6.8,776.0,22301.16,14,0,60,18.3,RENT,debt_consolidation,salaried,0
111826.79,41,33194.13,4.9,724.0,15579.33,19,1,60,23.26,RENT,credit_card,salaried,0
83844.27,28,8384.07,3.2,693.0,26054.15,7,1,84,20.97,OTHER,debt_consolidation,salaried,0
81616.78,43,500.0,1.3,615.0,16753.61,6,0,12,11.12,MORTGAGE,debt_consolidation,retired,0
53360.98,33,24223.66,5.7,662.0,20839.24,18,1,84,23.94,OWN,car,salaried,0
56142.81,30,500.0,0.9,554.0,41546.47,11,1,24,18.38,RENT,other,salaried,0
61162.3,27,36553.68,9.8,700.0,8349.08,6,1,24,18.46,RENT,small_business,salaried,0
90995.65,57,11933.57,4.4,537.0,17924.17,3,1,48,28.12,RENT,home_improvement,salaried,1
72930.15,61,24938.07,1.6,620.0,24820.36,6,2,12,10.0,OWN,small_business,self_employed,0
93085.16,66,19692.55,0.6,773.0,27751.64,19,0,60,9.26,MORTGAGE,debt_consolidation,salaried,0
85024.01,33,12405.38,0.4,496.0,15298.27,0,2,84,21.35,MORTGAGE,major_purchase,salaried,0
16660.1,56,48426.81,6.6,666.0,26331.07,17,0,12,15.08,MORTGAGE,medical,salaried,1
33711.91,45,19650.61,5.4,678.0,13878.7,16,0,24,12.63,OTHER,credit_card,salaried,1
57968.26,22,4287.52,8.6,622.0,17656.43,9,0,36,18.76,RENT,debt_consolidation,salaried,0
33583.22,38,500.0,4.2,749.0,31469.23,19,0,36,10.57,MORTGAGE,small_business,unemployed,0
15188.98,69,33286.93,3.6,774.0,6983.64,7,2,36,11.3,OWN,credit_card,salaried,1
85709.83,68,29542.22,3.3,618.0,521.21,4,1,24,19.33,RENT,major_purchase,retired,0
52143.61,55,18324.55,6.1,642.0,25494.31,16,0,60,13.29,RENT,debt_consolidation,self_employed,0
49328.65,32,5167.76,1.7,717.0,14625.65,7,0,48,15.16,MORTGAGE,car,self_employed,0
76002.9,21,500.0,18.2,750.0,15781.19,6,0,84,10.63,OWN,other,salaried,0
81678.0,30,14693.59,2.5,747.0,13257.7,15,0,36,11.2,RENT,debt_consolidation,unemployed,0
67932.39,22,500.0,4.8,745.0,9521.14,1,1,36,14.22,MORTGAGE,debt_consolidation,unemployed,0
57760.83,48,6029.32,9.6,608.0,11051.39,2,1,60,24.98,OWN,debt_consolidation,self_employed,0
74951.48,64,32760.67,10.0,682.0,15593.12,4,0,48,9.7,RENT,debt_consolidation,salaried,0
81829.77,52,39890.56,9.3,722.0,3114.02,12,0,12,10.98,MORTGAGE,small_business,salaried,0
54687.3,69,29060.34,2.7,707.0,1278.35,0,2,60,20.68,RENT,debt_consolidation,self_employed,0
39207.03,52,8897.67,11.1,739.0,21537.94,7,0,48,18.92,MORTGAGE,home_improvement,salaried,1
84188.2,63,20745.17,3.4,696.0,19446.26,2,0,48,13.14,RENT,small_business,salaried,0
94333.79,32,49334.51,17.1,649.0,33118.07,9,0,48,18.54,RENT,small_business,self_employed,0
87865.9,66,8818.84,3.9,571.0,59645.69,0,1,48,24.45,RENT,credit_card,salaried,1
100247.4,67,11842.67,5.3,707.0,21624.69,0,1,60,15.12,MORTGAGE,major_purchase,salaried,0
72283.75,45,13673.92,1.8,678.0,3609.17,14,3,60,13.89,OWN,small_business,salaried,0
48412.24,25,22544.33,3.0,710.0,33685.12,1,0,48,5.04,OWN,credit_card,salaried,0
86706.23,63,500.0,19.5,662.0,31944.65,1,1,24,9.87,MORTGAGE,credit_card,self_employed,1
75565.35,58,10100.98,1.5,496.0,7035.68,17,1,48,22.92,MORTGAGE,debt_consolidation,salaried,0
50898.93,40,19361.4,16.2,769.0,0.0,6,1,84,21.23,MORTGAGE,major_purchase,salaried,0
85339.04,53,11360.79,9.1,813.0,8961.02,14,0,48,23.37,MORTGAGE,other,self_employed,0
25537.08,31,21839.69,0.1,726.0,25702.01,6,0,48,14.84,MORTGAGE,debt_consolidation,salaried,0
41824.23,35,22598.3,18.3,620.0,24401.35,14,0,12,13.64,RENT,debt_consolidation,salaried,0
92054.97,25,21064.92,3.9,667.0,5385.2,1,0,36,16.04,RENT,medical,self_employed,0
69459.15,47,21870.51,2.9,710.0,24516.76,8,2,60,6.49,RENT,debt_consolidation,salaried,0
75090.62,53,28898.95,5.2,833.0,2918.58,4,1,24,14.37,OTHER,debt_consolidation,self_employed,0
51810.66,50,9563.54,7.7,706.0,21678.18,10,0,48,10.3,MORTGAGE,major_purchase,unemployed,0
28669.11,61,33229.01,9.7,728.0,10382.32,0,2,84,21.13,MORTGAGE,credit_card,salaried,0
25334.95,66,7599.39,1.5,776.0,4905.08,0,0,12,14.79,MORTGAGE,debt_consolidation,salaried,0
45577.9,28,24358.13,2.4,665.0,0.0,4,1,36,17.96,MORTGAGE,debt_consolidation,salaried,1
53706.75,31,11587.55,1.9,823.0,12307.18,19,0,84,7.69,MORTGAGE,medical,salaried,0
21734.19,28,500.0,1.3,501.0,2346.08,10,0,12,23.57,RENT,credit_card,salaried,0
59604.82,41,30470.98,5.7,795.0,24558.7,19,1,48,11.67,RENT,home_improvement,self_employed,0
99200.66,33,12032.51,1.1,642.0,21075.55,1,0,60,11.37,MORTGAGE,small_business,retired,0
33191.35,62,43244.09,3.2,644.0,16077.89,10,0,60,15.0,MORTGAGE,debt_consolidation,salaried,1
94037.75,53,25792.29,6.3,643.0,10788.84,10,0,60,18.32,MORTGAGE,small_business,salaried,0
88472.42,66,25382.63,7.0,748.0,10887.06,8,1,24,21.17,RENT,debt_consolidation,self_employed,0
56812.66,40,10645.14,11.1,665.0,33671.51,2,2,60,12.08,OWN,debt_consolidation,salaried,0
92963.65,22,7451.95,5.4,649.0,30262.29,0,0,24,14.83,RENT,debt_consolidation,self_employed,0
40779.55,21,23367.19,5.7,689.0,7268.37,2,1,84,19.65,RENT,credit_card,salaried,1
19966.02,42,18784.14,2.7,707.0,8394.12,8,0,60,18.05,RENT,home_improvement,self_employed,1
73803.61,45,12430.88,18.3,707.0,3506.43,19,0,60,23.19,RENT,debt_consolidation,self_employed,0
81086.65,67,17478.21,7.0,769.0,0.0,16,0,12,16.92,RENT,major_purchase,salaried,0
73149.6,33,25899.97,6.8,608.0,21826.88,15,1,24,17.68,OWN,debt_consolidation,salaried,0
80250.17,36,500.0,3.2,644.0,11579.54,10,0,24,15.01,RENT,debt_consolidation,salaried,0
108896.76,38,21403.32,4.3,616.0,12627.37,4,0,12,30.99,MORTGAGE,home_improvement,salaried,1
85480.12,48,12692.69,4.7,586.0,6964.37,2,1,60,27.63,MORTGAGE,credit_card,salaried,1
104019.62,50,20220.47,5.6,692.0,3593.21,12,0,24,20.05,RENT,medical,salaried,0
58378.24,58,17697.09,1.1,784.0,9505.62,12,0,48,23.54,RENT,credit_card,self_employed,0
67431.43,68,3682.68,5.0,584.0,30316.31,13,0,36,13.9,RENT,credit_card,salaried,0
106160.52,51,8181.67,8.8,815.0,27070.51,17,0,24,10.48,MORTGAGE,debt_consolidation,retired,0
56401.36,69,29727.23,3.0,603.0,25288.22,19,0,12,22.73,OWN,small_business,self_employed,0
25638.92,59,25022.34,1.5,594.0,20033.38,7,0,24,13.52,OTHER,credit_card,self_employed,0
68476.28,23,2787.44,8.9,850.0,24946.54,7,0,24,13.28,OTHER,credit_card,salaried,0
74295.74,40,16238.17,11.6,662.0,0.0,1,0,36,9.06,OWN,home_improvement,salaried,0
65185.08,49,21150.07,24.5,610.0,11504.66,18,0,24,19.54,RENT,debt_consolidation,salaried,0
81675.93,24,11735.28,5.6,610.0,0.0,0,0,84,32.07,OWN,home_improvement,salaried,0
46986.3,28,13842.88,1.2,657.0,0.0,16,0,36,7.17,RENT,credit_card,salaried,0
79084.13,32,3827.38,7.4,749.0,34852.34,15,1,36,20.68,RENT,debt_consolidation,self_employed,0
93334.96,62,37435.68,1.6,771.0,12996.82,4,1,24,15.19,OWN,credit_card,retired,0
116534.11,57,2945.72,1.7,638.0,34891.44,1,2,84,16.56,OWN,debt_consolidation,salaried,0
86931.77,54,31107.43,8.5,678.0,18905.97,12,0,48,8.33,MORTGAGE,credit_card,self_employed,0
22387.81,41,27417.97,2.0,850.0,34313.41,9,0,84,21.34,OWN,home_improvement,salaried,0
54230.76,24,18296.11,7.1,603.0,16637.96,12,0,36,22.24,OWN,debt_consolidation,salaried,0
,26,9870.12,7.7,617.0,8934.51,7,0,48,26.88,MORTGAGE,debt_consolidation,salaried,0
101144.7,51,22050.29,2.2,674.0,11626.76,16,0,12,19.52,RENT,small_business,salaried,0
12000.0,24,10282.42,12.0,638.0,38312.49,3,1,12,19.35,MORTGAGE,home_improvement,salaried,1
79650.62,53,29735.28,7.3,630.0,12127.98,1,1,36,21.45,OWN,debt_consolidation,salaried,0
145100.93,42,37259.39,2.8,613.0,0.0,17,0,84,18.64,RENT,major_purchase,salaried,0
86931.36,58,4531.62,1.0,734.0,28216.15,1,0,48,16.76,MORTGAGE,home_improvement,self_employed,0
72964.61,37,17425.71,1.8,692.0,19843.77,13,0,60,18.24,RENT,debt_consolidation,retired,0
98022.86,68,36449.17,4.2,664.0,18268.7,15,1,48,20.75,MORTGAGE,credit_card,salaried,0
73638.24,54,500.0,8.8,620.0,30079.95,1,0,36,16.61,OWN,major_purchase,salaried,0
70773.57,60,15204.47,3.3,740.0,6875.4,15,0,48,15.91,RENT,car,salaried,0
64497.37,58,12177.97,8.1,636.0,24318.22,11,0,84,18.04,OTHER,home_improvement,self_employed,0
83771.6,39,17695.34,3.0,684.0,25474.5,10,0,36,16.76,MORTGAGE,debt_consolidation,salaried,0
68480.85,49,33875.11,3.4,661.0,25031.65,2,1,24,12.73,RENT,debt_consolidation,self_employed,0
27851.92,22,500.0,14.8,770.0,12265.72,2,0,12,11.16,MORTGAGE,medical,salaried,0
161069.78,63,6405.8,5.1,656.0,10052.41,6,0,60,17.31,MORTGAGE,debt_consolidation,self_employed,0
88401.75,28,25224.8,3.1,738.0,24306.25,14,1,36,9.99,MORTGAGE,small_business,self_employed,0
81897.63,42,14066.61,3.1,761.0,0.0,11,0,12,13.92,MORTGAGE,debt_consolidation,retired,0
60465.14,45,6233.92,2.5,662.0,8234.05,12,1,48,16.42,RENT,credit_card,salaried,0
55667.48,54,26659.86,4.5,718.0,19072.89,0,1,36,17.71,RENT,small_business,salaried,1
60346.98,68,47468.82,4.2,799.0,22200.6,9,0,84,23.38,RENT,debt_consolidation,salaried,1
58922.36,29,25446.84,4.4,729.0,11197.24,19,1,24,17.52,MORTGAGE,small_business,unemployed,0
152535.53,52,500.0,4.8,665.0,20308.54,0,1,48,25.43,OWN,debt_consolidation,self_employed,0
95015.12,42,18384.59,6.7,768.0,6097.69,14,3,60,14.25,RENT,debt_consolidation,salaried,0
126300.11,29,25339.53,4.7,674.0,8182.88,19,0,48,18.3,RENT,small_business,salaried,0
35172.93,43,26467.72,9.0,618.0,12659.7,13,0,84,27.94,OWN,debt_consolidation,self_employed,0
90445.21,40,500.0,10.3,717.0,15578.11,17,1,12,25.06,MORTGAGE,small_business,self_employed,0
50479.22,63,10120.17,5.2,766.0,6013.89,2,0,60,19.35,RENT,debt_consolidation,salaried,0
86853.17,65,18377.12,3.1,570.0,14653.43,16,1,84,26.91,RENT,debt_consolidation,retired,0
43695.97,39,23786.52,9.1,623.0,6232.85,17,0,36,24.42,RENT,home_improvement,salaried,0
56990.61,60,25093.2,3.9,756.0,22142.39,2,1,84,13.32,RENT,debt_consolidation,salaried,0
46664.37,33,10211.22,3.3,640.0,18946.4,7,0,48,13.25,RENT,credit_card,salaried,0
12000.0,33,500.0,2.9,733.0,0.0,18,0,48,13.14,RENT,home_improvement,retired,0
98145.52,58,500.0,1.5,581.0,15172.3,14,0,84,19.95,RENT,other,self_employed,0
75023.67,48,35520.57,6.1,742.0,736.01,15,0,36,18.37,MORTGAGE,major_purchase,retired,0
41277.96,23,16579.53,2.9,743.0,5320.48,9,1,60,18.81,OWN,major_purchase,salaried,0
46616.46,21,24706.31,2.4,739.0,22696.82,15,0,48,21.29,RENT,credit_card,retired,0
12000.0,45,28215.1,14.5,652.0,28014.58,5,0,12,21.86,RENT,major_purchase,salaried,1
18200.15,25,27538.43,4.3,670.0,6290.36,13,0,84,16.93,RENT,debt_consolidation,unemployed,1
29465.43,23,500.0,16.5,647.0,13500.18,12,0,48,19.63,RENT,medical,salaried,0
,52,26739.14,3.4,621.0,24403.46,15,0,36,8.9,RENT,debt_consolidation,salaried,1
61702.42,23,41737.72,3.3,608.0,24540.12,10,0,60,17.97,RENT,major_purchase,salaried,1
12000.0,54,21682.67,6.9,713.0,14781.52,14,4,36,24.82,MORTGAGE,home_improvement,salaried,1
49984.83,45,21195.84,6.1,810.0,0.0,3,0,60,15.57,RENT,major_purchase,salaried,0
72248.77,55,39511.55,5.8,774.0,5879.32,2,0,12,4.19,MORTGAGE,small_business,salaried,0
89592.99,46,13674.71,5.7,581.0,22572.94,19,0,48,10.53,OWN,debt_consolidation,salaried,0
116921.05,35,41159.55,11.6,690.0,0.0,2,1,84,17.97,MORTGAGE,credit_card,salaried,0
47906.22,61,16669.26,7.2,632.0,25620.86,17,0,24,11.87,RENT,debt_consolidation,self_employed,0
65633.21,35,12412.96,3.0,652.0,2991.07,5,0,60,16.08,MORTGAGE,major_purchase,retired,0
135804.12,25,15152.26,12.5,717.0,12977.5,19,1,60,18.42,RENT,car,salaried,0
26521.29,68,23671.97,0.4,713.0,14579.99,3,0,48,19.64,MORTGAGE,medical,self_employed,0
49618.61,52,500.0,13.3,734.0,0.0,4,0,60,12.2,RENT,debt_consolidation,salaried,0
75670.66,62,14566.7,2.5,827.0,7206.15,17,1,84,13.97,OWN,major_purchase,salaried,0
77774.98,49,32471.84,5.4,578.0,31231.38,14,2,24,24.78,MORTGAGE,credit_card,salaried,1
40570.95,29,25088.38,8.0,798.0,20522.32,12,2,12,9.68,MORTGAGE,credit_card,salaried,0
12000.0,24,19935.89,2.3,641.0,10747.85,18,0,60,17.17,MORTGAGE,medical,salaried,0
45555.6,68,2305.75,14.3,646.0,9215.52,2,1,60,8.48,OWN,debt_consolidation,salaried,0
61838.21,54,7872.89,6.1,782.0,38867.99,8,1,84,10.1,OWN,debt_consolidation,self_employed,0
70223.77,57,9884.59,9.6,817.0,28761.27,13,0,48,13.49,RENT,other,salaried,0
,34,27665.61,4.3,710.0,10635.21,14,1,84,21.01,OTHER,credit_card,salaried,0
112422.4,40,24415.4,7.0,810.0,25975.84,19,1,60,14.72,RENT,debt_consolidation,salaried,0
,68,21907.35,3.4,,11114.26,17,0,60,17.98,RENT,other,salaried,0
68274.39,35,500.0,11.3,781.0,6756.87,19,2,60,11.81,OWN,credit_card,salaried,0
71142.22,65,11366.94,2.1,662.0,22760.27,7,2,84,15.55,OWN,debt_consolidation,salaried,1
,56,12976.67,7.6,717.0,14985.09,15,1,84,20.63,RENT,debt_consolidation,self_employed,0
111536.67,42,36696.45,5.1,631.0,3806.29,11,1,60,19.83,MORTGAGE,small_business,salaried,0
28027.8,57,44792.18,1.6,728.0,0.0,19,0,12,10.0,MORTGAGE,home_improvement,salaried,0
49506.77,67,16282.78,5.0,552.0,29411.52,12,1,36,19.84,MORTGAGE,major_purchase,salaried,0
72818.41,66,8244.63,1.8,771.0,15961.53,4,1,48,18.07,MORTGAGE,debt_consolidation,salaried,0
85439.19,65,500.0,1.9,673.0,11623.24,14,0,24,19.73,RENT,debt_consolidation,self_employed,0
75630.44,27,12394.81,2.9,471.0,8691.55,10,0,48,23.59,MORTGAGE,major_purchase,salaried,0
63771.39,25,25790.11,4.6,769.0,274.22,12,0,48,13.24,MORTGAGE,medical,salaried,0
59049.22,35,7149.03,14.2,850.0,0.0,10,1,48,4.4,MORTGAGE,car,salaried,0
87622.04,23,31355.76,12.9,640.0,8247.16,18,0,84,22.5,RENT,debt_consolidation,self_employed,0
56987.63,34,14218.17,12.1,599.0,11520.14,6,0,60,23.67,RENT,home_improvement,unemployed,0
40129.79,53,19091.22,8.4,562.0,0.0,16,1,48,22.96,MORTGAGE,debt_consolidation,self_employed,0
28767.45,66,3142.36,16.3,685.0,41226.65,2,1,48,17.04,MORTGAGE,debt_consolidation,salaried,0
28003.76,69,4354.35,13.6,696.0,25631.28,8,0,24,14.25,OWN,credit_card,salaried,0
43186.09,64,37144.07,2.9,621.0,12073.57,6,0,36,20.25,OWN,small_business,salaried,0
78633.65,62,25511.87,24.7,678.0,8612.65,6,1,60,19.89,MORTGAGE,home_improvement,salaried,0
80305.08,60,3176.58,9.2,668.0,26491.46,4,0,12,13.56,RENT,car,salaried,0
59901.2,42,16783.1,3.1,634.0,13185.89,14,0,36,26.55,MORTGAGE,credit_card,salaried,0
63886.42,56,27336.13,24.4,668.0,26097.37,15,2,24,11.62,MORTGAGE,home_improvement,salaried,0
37880.48,61,28482.3,0.2,686.0,20280.68,5,0,24,18.18,OWN,home_improvement,salaried,1
64796.64,26,6862.41,0.6,569.0,11127.6,16,1,24,11.61,RENT,home_improvement,self_employed,0
,56,34214.63,2.8,672.0,542.58,12,0,24,25.05,MORTGAGE,debt_consolidation,salaried,1
61636.37,57,29184.6,3.7,686.0,30562.08,18,3,24,23.23,RENT,debt_consolidation,self_employed,0
116085.84,66,500.0,5.1,682.0,30361.1,14,0,48,26.79,RENT,debt_consolidation,salaried,0
58232.11,46,14140.14,3.7,720.0,14984.82,3,0,12,23.43,RENT,debt_consolidation,salaried,0
75626.26,44,12154.99,3.6,627.0,9199.01,9,0,60,17.74,OWN,credit_card,salaried,0
36913.6,36,45938.79,0.5,704.0,0.0,6,0,12,9.81,RENT,credit_card,salaried,0
87694.1,60,21918.27,8.9,674.0,14133.08,18,3,24,22.26,MORTGAGE,credit_card,unemployed,0
94706.81,52,14246.52,0.8,705.0,2982.34,13,0,84,20.15,MORTGAGE,debt_consolidation,salaried,0
78829.34,29,8584.27,6.8,687.0,7689.48,8,0,48,19.94,RENT,debt_consolidation,unemployed,0
61505.04,67,21458.44,4.8,673.0,17525.28,19,1,48,21.54,MORTGAGE,credit_card,salaried,0
86502.22,28,12769.16,4.8,592.0,30259.98,11,1,48,17.01,RENT,debt_consolidation,self_employed,0
42172.6,58,25220.25,5.1,706.0,8482.02,10,2,36,17.47,RENT,car,salaried,0
71256.85,31,40938.57,3.4,733.0,24714.51,18,1,24,16.06,MORTGAGE,car,salaried,0
91923.06,32,22884.49,3.2,588.0,12769.74,4,1,12,21.02,RENT,major_purchase,salaried,1
76691.03,25,40846.48,10.9,606.0,9545.26,12,0,84,21.43,MORTGAGE,debt_consolidation,retired,0
96744.76,25,22808.55,2.1,564.0,12763.63,15,1,60,17.73,RENT,home_improvement,salaried,0
32163.22,62,3684.6,17.8,749.0,0.0,5,0,48,11.34,RENT,debt_consolidation,salaried,0
94640.56,67,24849.98,1.9,683.0,3885.59,19,0,48,21.55,RENT,credit_card,self_employed,0
86482.45,52,23915.23,1.7,711.0,45935.64,1,0,24,24.68,RENT,credit_card,salaried,1
60116.71,33,2428.41,7.6,641.0,12337.86,1,0,48,24.03,RENT,debt_consolidation,salaried,0
87070.41,68,16241.1,2.3,754.0,12704.73,8,0,12,9.38,RENT,car,salaried,0
126474.38,43,18497.0,0.8,599.0,6273.47,17,1,84,19.06,OTHER,home_improvement,salaried,0
72963.18,21,21274.58,2.6,597.0,18403.79,10,0,24,26.71,OTHER,debt_consolidation,salaried,0
27327.09,33,2570.19,2.1,758.0,0.0,10,0,48,18.21,MORTGAGE,major_purchase,retired,0
74369.86,30,16268.94,3.5,699.0,0.0,8,1,24,17.17,OWN,credit_card,retired,0
80729.06,46,14110.08,4.2,609.0,0.0,16,0,84,17.11,MORTGAGE,debt_consolidation,unemployed,0
81042.2,64,23139.47,17.1,764.0,24067.74,6,1,36,17.22,RENT,debt_consolidation,self_employed,0
85874.42,26,12091.12,7.6,784.0,50025.95,19,0,84,11.58,RENT,home_improvement,salaried,0
32990.03,52,500.0,1.6,661.0,18589.56,19,0,48,23.49,RENT,credit_card,salaried,0
52056.0,53,500.0,3.0,732.0,31834.14,7,0,36,20.15,MORTGAGE,medical,salaried,0
94117.65,37,34229.19,9.2,692.0,7050.03,13,0,12,20.66,MORTGAGE,credit_card,retired,0
23578.38,60,19325.47,3.9,704.0,18631.04,16,0,12,13.35,RENT,home_improvement,salaried,0
56394.58,37,25229.47,4.9,645.0,14229.97,2,0,24,17.04,OWN,major_purchase,salaried,0
75419.5,58,14772.95,0.5,687.0,20432.75,10,1,48,14.03,MORTGAGE,home_improvement,salaried,0
69336.42,35,23328.19,6.4,723.0,12355.73,4,0,12,19.05,MORTGAGE,credit_card,unemployed,0
76498.65,26,22663.47,4.5,725.0,6272.36,9,0,48,11.15,MORTGAGE,debt_consolidation,salaried,0
62924.8,33,24429.92,13.4,769.0,21616.89,19,0,24,24.15,MORTGAGE,credit_card,retired,0
54291.98,49,37092.46,4.0,566.0,10751.71,13,0,36,11.04,MORTGAGE,other,self_employed,1
75975.0,28,39576.88,3.0,657.0,7601.78,9,1,84,19.12,RENT,home_improvement,self_employed,0
20590.51,64,28079.87,3.0,725.0,0.0,8,1,24,18.66,RENT,credit_card,salaried,0
33417.43,40,33703.72,2.9,641.0,14001.52,11,0,12,21.92,MORTGAGE,credit_card,salaried,0
15229.53,54,10627.29,4.6,693.0,29149.87,11,0,36,20.98,RENT,home_improvement,unemployed,1
116535.37,31,19962.16,3.5,850.0,46129.21,15,0,60,3.81,OWN,debt_consolidation,salaried,0
79112.12,58,32325.37,6.4,649.0,13786.86,14,1,36,14.03,OTHER,small_business,self_employed,0
69946.54,63,15245.39,7.9,720.0,17327.02,10,0,48,7.14,RENT,small_business,salaried,0
89689.26,59,41217.06,5.9,764.0,36546.74,17,0,36,13.05,RENT,credit_card,self_employed,0
91806.71,25,17412.14,5.1,775.0,18880.63,18,0,48,6.77,OTHER,home_improvement,salaried,0
99948.9,66,23231.22,11.7,602.0,2650.92,0,0,24,18.36,OWN,home_improvement,retired,0
,46,9761.66,17.6,784.0,8758.62,11,1,48,3.0,MORTGAGE,credit_card,retired,0
79562.37,46,11696.43,2.8,643.0,6702.0,12,0,48,17.38,MORTGAGE,credit_card,self_employed,0
123508.96,24,6849.66,11.9,627.0,13919.79,15,0,24,19.85,RENT,car,self_employed,0
25717.33,33,13163.75,2.3,768.0,16884.41,11,0,84,18.63,MORTGAGE,home_improvement,salaried,0
77541.4,46,15656.52,6.1,625.0,18920.18,4,1,84,18.21,RENT,medical,self_employed,0
12000.0,59,48046.29,13.1,756.0,9242.32,5,0,84,11.01,OWN,credit_card,salaried,1
102539.24,21,21922.29,12.0,630.0,26640.48,15,2,60,18.74,RENT,small_business,salaried,0
39578.15,32,31196.27,12.6,718.0,34560.08,6,1,12,15.21,RENT,home_improvement,self_employed,1
